student_id,first_name,age,gender,year_of_study,admission_year,home_region,commuter,has_scholarship,major,favorite_genre,sleep_hours,study_hours,exercise_min,social_media_min,coffee_cups,stress_level,monthly_spending,survey_date,gpa_term1,gpa_term2,gpa_term3,gpa_term4,gpa,passed_course
S00160,Yassin,21,M,4,2022,Other Greater Cairo,Yes,No,Biology,pop,6.9,24.7,123,175,1,5,7210,2025-11-09,3.13,2.97,3.04,2.74,2.74,Yes
S00161,Alyaa,18,F,1,2025,6th of October/Sheikh Zayed,Yes,No,Psychology,hiphop,9.1,26.0,98,66,2,8,15646,2025-12-04,,,,2.9,2.97,Yes
S00162,Zeinab,20,F,1,2025,6th of October/Sheikh Zayed,Yes,No,Psychology,hiphop,10.5,18.9,20,223,3,5,4054,2025-10-25,,,,2.22,2.27,Yes
S00163,Ahmed,21,M,3,2023,Other Greater Cairo,Yes,No,Computer Science,rock,8.7,18.6,174,83,2,6,3854,2025-12-29,,3.24,2.95,3.0,3.07,Yes
S00164,Areege,19,F,1,2025,New Cairo,No,No,Business,hiphop,5.2,17.9,57,173,3,6,4697,2026-02-25,,,,2.51,2.09,Yes
S00165,Jana,21,F,3,2023,6th of October/Sheikh Zayed,Yes,Yes,Engineering,pop,5.8,23.0,239,121,3,5,4519,2025-09-11,,3.58,3.77,3.4,3.44,Yes
S00166,Abdulrahman,21,M,2,2024,New Cairo,No,No,Engineering,jazz,7.2,29.1,28,99,4,4,9050,2026-03-10,,,3.88,3.63,3.9,Yes
S00167,Adam,18,M,1,2025,New Cairo,Yes,Yes,Business,rock,9.2,25.2,29,290,3,4,9523,2025-09-14,,,,3.01,3.19,Yes
S00168,Danial,20,M,3,2023,Maadi/Zamalek,Yes,No,Engineering,edm,7.9,29.5,95,134,2,5,4597,2026-03-15,,4.0,4.0,4.0,3.99,Yes
S00169,Abdelrahman,20,M,2,2024,New Cairo,No,No,Psychology,pop,8.3,19.1,95,75,1,5,10814,2025-10-29,,,2.95,2.79,2.62,Yes
S00170,Nour,21,F,3,2023,New Cairo,No,No,Biology,pop,8.0,22.5,303,98,0,7,2500,2025-12-02,,3.2,2.84,2.99,3.03,Yes
S00171,Youssef,18,M,1,2025,Heliopolis,No,Yes,Business,rock,7.3,23.3,65,194,0,7,2500,2025-12-26,,,,3.19,3.28,Yes
S00172,Christine,22,F,4,2022,New Cairo,No,No,Biology,pop,7.1,28.1,61,67,2,5,4761,2025-10-11,2.42,2.96,3.14,3.44,3.37,Yes
S00173,Maryam,19,F,2,2024,6th of October/Sheikh Zayed,Yes,No,Psychology,hiphop,7.4,26.8,29,93,1,7,6445,2026-01-22,,,3.77,3.79,3.77,Yes
S00174,Lisa,21,F,2,2024,New Cairo,No,No,Engineering,pop,6.6,31.0,59,113,3,7,6164,2026-02-06,,,3.72,3.04,3.5,Yes
S00175,Salma,19,F,1,2025,Other Greater Cairo,No,Yes,Mathematics,hiphop,7.0,32.0,93,151,6,6,4660,2026-01-26,,,,3.9,3.95,Yes
S00176,Nour,21,F,2,2024,6th of October/Sheikh Zayed,Yes,No,Computer Science,edm,6.1,26.1,136,403,3,8,8739,2025-12-01,,,3.03,2.61,2.9,Yes
S00177,Abdelrahman,21,M,4,2022,New Cairo,No,No,Biology,pop,8.1,28.2,98,138,2,7,4752,2026-01-21,2.89,2.94,3.13,3.34,3.27,Yes
S00178,Abdelrahman,20,M,1,2025,Heliopolis,Yes,No,Business,pop,8.2,21.0,164,259,0,8,7359,2026-05-07,,,,2.74,2.8,Yes
S00179,Mohamed,19,M,1,2025,New Cairo,No,No,Psychology,edm,5.3,21.8,131,135,0,6,2829,2025-09-17,,,,3.09,2.8,Yes
S00180,Nourine,21,F,3,2023,Heliopolis,No,Yes,Business,pop,7.5,25.4,92,117,0,7,9924,2026-04-27,,3.68,3.38,3.06,3.51,Yes
S00181,Nourhan,19,F,2,2024,New Cairo,No,No,Biology,classical,6.8,37.2,95,54,0,6,15292,2026-04-06,,,3.98,3.93,4.0,Yes
S00182,Yassin,19,M,2,2024,Heliopolis,Yes,No,Computer Science,pop,7.1,29.5,290,109,6,4,2500,2025-09-04,,,3.83,4.0,4.0,Yes
S00183,Aliaa,20,F,1,2025,New Cairo,No,No,Mathematics,rock,7.2,20.1,41,207,3,6,4333,2025-09-22,,,,1.95,1.96,No
S00184,Maryam,21,F,3,2023,New Cairo,No,Yes,Psychology,rock,5.0,25.9,87,48,0,7,3355,2026-04-23,,2.92,2.64,2.59,2.76,Yes
S00185,Hassan,19,M,1,2025,Other Greater Cairo,Yes,No,Engineering,hiphop,6.9,24.9,360,286,2,7,17006,2025-12-25,,,,3.14,2.96,Yes
S00186,Nourhan,20,F,1,2025,Maadi/Zamalek,Yes,No,Computer Science,hiphop,5.0,20.1,18,227,4,5,9463,2026-02-04,,,,3.04,3.02,Yes
S00187,Rawan,22,F,4,2022,6th of October/Sheikh Zayed,No,No,Biology,classical,6.0,18.3,245,216,2,6,3616,2025-11-28,2.98,2.7,2.86,2.24,2.56,Yes
S00188,Zeinab,20,F,1,2025,Other Greater Cairo,Yes,No,Engineering,edm,5.2,29.7,71,58,4,5,8692,2026-02-19,,,,4.0,3.84,Yes
S00189,Yossef,18,M,1,2025,Maadi/Zamalek,Yes,Yes,Biology,rock,4.8,30.5,229,37,1,6,5388,2025-11-15,,,,4.0,3.71,Yes
S00190,Habiba,21,F,3,2023,Other Greater Cairo,Yes,No,Business,pop,7.7,19.8,84,76,2,6,9527,2026-04-21,,2.59,2.94,3.02,2.91,Yes
S00191,Ganna,21,F,3,2023,New Cairo,No,Yes,Computer Science,pop,6.2,18.4,60,105,7,3,3489,2025-09-17,,2.34,2.56,3.13,2.92,Yes
S00192,Omar,18,M,1,2025,Maadi/Zamalek,Yes,Yes,Business,rock,7.4,26.4,89,79,2,6,2500,2026-01-16,,,,3.97,3.77,Yes
S00193,Ali,21,M,3,2023,Maadi/Zamalek,Yes,Yes,Business,rock,6.8,22.0,53,191,0,4,5200,2025-09-21,,4.0,3.8,3.86,3.89,Yes
S00194,Jana,20,F,1,2025,Heliopolis,Yes,Yes,Computer Science,hiphop,5.2,23.5,75,23,3,5,10684,2026-04-11,,,,3.77,3.91,Yes
S00195,Marwan,23,M,4,2022,6th of October/Sheikh Zayed,No,Yes,Mathematics,pop,6.6,31.1,27,37,3,6,7376,2026-04-30,3.26,3.53,3.31,3.69,3.54,Yes
S00196,Karim,20,M,2,2024,Other Greater Cairo,No,Yes,Computer Science,rock,6.2,25.7,142,103,4,5,2500,2026-02-15,,,3.5,3.68,3.39,Yes
S00197,Nourhan,18,F,1,2025,Heliopolis,Yes,No,Psychology,rock,6.5,21.1,164,599,1,6,3786,2025-10-26,,,,2.04,2.26,Yes
S00198,Ahmed,20,M,1,2025,Maadi/Zamalek,Yes,No,Computer Science,rock,6.3,25.1,45,201,6,5,8136,2026-01-17,,,,3.56,3.52,Yes
S00199,Ahmed,21,M,3,2023,Other Greater Cairo,Yes,No,Psychology,pop,6.1,20.4,120,188,1,7,4790,2025-09-07,,2.82,2.7,2.74,2.69,Yes
S00200,Malak,20,F,1,2025,Maadi/Zamalek,Yes,No,business,pop,6.6,22.5,143,87,5,4,6111,2025-10-20,,,,3.06,3.24,Yes
S00201,Bassel,21,M,2,2024,New Cairo,No,Yes,Biology,hiphop,4.8,26.4,88,18,1,5,3280,2026-02-07,,,3.6,3.28,3.53,Yes
S00202,Tasneem,22,F,4,2022,Other Greater Cairo,Yes,Yes,Computer Science,pop,7.9,33.3,185,103,6,5,6530,2025-11-05,2.4,2.67,2.78,2.25,2.53,Yes
S00203,Mohamed,20,M,3,2023,6th of October/Sheikh Zayed,Yes,No,Biology,pop,6.8,10.8,104,227,0,8,3872,2025-12-25,,2.02,1.96,2.06,2.07,Yes
S00204,Malak,19,F,1,2025,6th of October/Sheikh Zayed,No,No,Psychology,pop,8.3,22.7,202,117,1,8,2500,2026-05-07,,,,1.43,1.34,No
S00205,Mohammed,19,M,1,2025,New Cairo,No,No,Mathematics,jazz,5.7,38.9,136,94,0,8,8007,2025-12-27,,,,4.0,4.0,Yes
S00206,Youssef,20,M,1,2025,New Cairo,No,No,Computer Science,rock,8.9,28.5,123,72,4,5,2500,2025-10-09,,,,4.0,4.0,Yes
S00207,Maryam,19,F,1,2025,New Cairo,No,No,Computer Science,pop,5.3,9.5,43,142,3,8,5842,2025-11-19,,,,2.35,2.24,Yes
S00208,Mira,18,F,1,2025,New Cairo,No,No,Psychology,classical,5.6,12.8,84,102,1,8,6936,2025-12-19,,,,2.35,2.57,Yes
S00209,Ali,20,M,3,2023,Maadi/Zamalek,No,Yes,Computer Science,pop,8.6,29.1,41,87,2,6,9523,2026-04-23,,4.0,3.98,3.99,3.94,Yes
S00210,Yasmeen,23,F,4,2022,Heliopolis,Yes,No,Biology,pop,9.9,33.8,22,128,1,6,21112,2025-09-28,3.54,3.6,3.64,3.03,3.38,Yes
S00211,Nour,20,F,1,2025,New Cairo,Yes,No,Psychology,classical,9.3,21.0,235,219,2,6,7335,2026-04-07,,,,2.41,2.39,Yes
S00212,Malak,20,F,1,2025,New Cairo,No,No,Engineering,rock,7.5,31.2,97,68,5,6,4236,2026-02-01,,,,4.0,4.0,Yes
S00213,Abdelrahman,21,M,2,2024,Heliopolis,Yes,No,Biology,classical,6.3,12.8,167,347,0,8,10852,2026-02-15,,,2.21,2.4,2.44,Yes
S00214,Aliaa,19,F,1,2025,New Cairo,No,Yes,Computer Science,hiphop,6.5,23.0,87,77,2,6,4048,2025-11-15,,,,2.79,3.02,Yes
S00215,Habiba,19,F,1,2025,Other Greater Cairo,Yes,No,Engineering,pop,8.7,25.5,247,179,3,6,4335,2026-03-31,,,,3.36,3.32,Yes
S00216,Hassan,21,M,2,2024,Maadi/Zamalek,No,Yes,Business,pop,5.5,31.8,9,183,1,7,3147,2025-09-11,,,3.89,4.0,4.0,Yes
S00217,Mohamed,19,M,2,2024,New Cairo,No,Yes,Engineering,rock,7.0,18.4,206,281,2,5,5390,2026-02-26,,,2.94,2.95,2.8,Yes
S00218,Nour,19,F,2,2024,New Cairo,Yes,No,Psychology,pop,5.5,17.4,23,222,3,7,3634,2026-01-19,,,2.63,2.46,2.48,Yes
S00219,Ahmed,21,M,4,2022,New Cairo,No,No,Business,rock,7.8,30.3,135,74,2,7,11177,2025-12-03,3.99,3.63,3.87,3.95,4.0,Yes
S00220,Sara,19,F,2,2024,Heliopolis,Yes,Yes,Biology,pop,7.0,21.9,114,83,0,7,10167,2025-12-29,,,3.4,2.98,3.18,Yes
S00221,Malak,19,F,1,2025,Other Greater Cairo,No,No,Biology,jazz,5.7,20.1,10,131,1,6,3551,2026-01-06,,,,2.93,2.77,Yes
S00222,Mohammed,18,M,1,2025,Heliopolis,No,No,Engineering,hiphop,6.0,27.6,38,86,3,5,3338,2025-10-14,,,,3.49,3.49,Yes
S00223,Sama,18,F,1,2025,6th of October/Sheikh Zayed,No,No,Business,pop,6.4,24.7,163,222,0,8,4462,2025-11-23,,,,2.96,3.12,Yes
S00224,Tarek,22,M,3,2023,New Cairo,No,Yes,Computer Science,edm,4.5,16.4,92,41,1,6,6554,2026-03-17,,2.82,2.76,2.96,3.05,Yes
S00225,Yasmeen,21,F,3,2023,Maadi/Zamalek,Yes,No,Business,hiphop,6.1,7.1,103,144,1,6,5494,2026-04-15,,1.93,1.83,2.0,2.11,Yes
S00226,Mariam,21,F,4,2022,Maadi/Zamalek,Yes,Yes,Business,jazz,5.2,19.6,122,140,2,7,2500,2025-11-14,3.59,3.55,3.27,2.92,3.26,Yes
S00227,Marwan,22,M,3,2023,6th of October/Sheikh Zayed,Yes,No,Engineering,rock,6.7,31.1,56,297,1,6,5306,2026-02-25,,3.87,3.9,3.69,4.0,Yes
S00228,Aya,19,F,1,2025,New Cairo,No,No,Computer Science,jazz,8.2,25.4,90,346,3,6,2596,2026-02-13,,,,3.86,3.38,Yes
S00229,Salah,20,M,2,2024,New Cairo,No,No,Biology,edm,5.0,27.6,90,49,2,6,2500,2025-10-02,,,2.9,3.06,2.89,Yes
S00230,Ganna,21,F,3,2023,Other Greater Cairo,Yes,No,Business,pop,7.8,18.1,26,46,2,5,6231,2025-11-12,,2.94,2.56,2.72,2.68,Yes
S00231,Ahmed,19,M,1,2025,Heliopolis,Yes,No,Mathematics,rock,5.6,26.3,178,247,3,7,3133,2026-05-07,,,,3.07,3.29,Yes
S00232,Zeina,20,F,1,2025,Other Greater Cairo,No,No,Business,pop,6.8,28.8,113,88,3,6,4170,2026-03-09,,,,3.24,3.33,Yes
S00233,Mariam,19,F,1,2025,Heliopolis,Yes,No,Engineering,classical,6.4,24.2,269,196,3,6,6967,2025-11-01,,,,3.26,3.61,Yes
S00234,Karma,18,F,1,2025,Heliopolis,No,No,Engineering,rock,8.1,32.2,162,288,3,8,8992,2025-12-20,,,,3.25,3.3,Yes
S00235,Hanya,20,F,3,2023,New Cairo,No,No,Computer Science,pop,5.6,15.1,141,153,3,3,5800,2026-02-22,,2.9,2.58,2.45,2.48,Yes
S00236,Karim,20,M,3,2023,New Cairo,No,Yes,Business,hiphop,7.0,25.2,17,119,3,7,8313,2026-01-22,,3.86,3.71,3.65,3.86,Yes
S00237,Mariam,22,F,4,2022,Maadi/Zamalek,Yes,No,Business,edm,4.7,32.9,87,180,2,5,4509,2026-04-11,2.89,3.35,3.31,3.35,3.61,Yes
S00238,Reem,21,F,2,2024,Heliopolis,Yes,Yes,Computer Science,hiphop,7.1,29.3,66,64,1,7,4707,2025-12-27,,,3.84,4.0,4.0,Yes
S00239,Zeina,20,F,1,2025,New Cairo,No,No,Psychology,edm,4.1,10.5,85,256,0,9,11483,2026-04-25,,,,1.86,2.09,Yes
S00240,Abdulla,20,M,1,2025,Maadi/Zamalek,Yes,No,Computer Science,hiphop,6.1,26.3,91,126,-1,6,2959,2025-10-01,,,,3.52,3.55,Yes
S00241,Hamza,20,M,1,2025,6th of October/Sheikh Zayed,Yes,No,Business,classical,4.6,27.0,53,57,4,5,3265,2026-01-24,,,,2.9,2.98,Yes
S00242,Omar,22,M,3,2023,New Cairo,No,No,Computer Science,pop,6.7,27.6,18,71,3,6,2500,2026-04-02,,3.91,3.84,3.84,3.83,Yes
S00243,Ahmed,23,M,4,2022,New Cairo,No,Yes,Biology,classical,8.6,22.1,298,117,4,7,3472,2026-04-27,3.41,3.12,2.99,2.91,2.76,Yes
S00244,Yasmin,20,F,2,2024,New Cairo,No,No,Computer Science,pop,4.9,32.1,55,313,1,6,4529,2025-10-23,,,3.95,3.59,3.64,Yes
S00245,Habiba,21,F,4,2022,New Cairo,No,Yes,Business,rock,8.7,17.2,49,124,4,8,3559,2026-05-01,3.27,2.92,2.65,3.22,3.04,Yes
S00246,Hussein,18,M,1,2025,6th of October/Sheikh Zayed,No,No,Computer Science,hiphop,7.0,23.9,79,48,3,6,3213,2026-05-15,,,,3.69,3.83,Yes
S00247,Karim,20,M,1,2025,Heliopolis,Yes,No,Mathematics,hiphop,7.9,20.0,37,145,2,5,13597,2025-09-07,,,,3.31,3.29,Yes
S00248,Alia,20,F,3,2023,New Cairo,No,No,Psychology,pop,8.7,28.4,113,600,1,8,3515,2025-12-03,,3.35,3.21,2.98,3.12,Yes
S00249,Aliaa,20,F,2,2024,Maadi/Zamalek,Yes,Yes,Business,classical,6.0,23.6,11,349,1,6,6046,2026-02-14,,,3.44,3.44,3.33,Yes
S00250,Malak,20,F,1,2025,6th of October/Sheikh Zayed,No,No,Business,hiphop,6.9,25.2,104,110,0,5,10596,2026-03-22,,,,3.24,3.34,Yes
S00251,Jana,20,F,2,2024,6th of October/Sheikh Zayed,Yes,No,Engineering,classical,7.8,19.2,30,240,3,7,2725,2026-05-13,,,3.19,3.03,3.12,Yes
S00252,Sohila,22,F,4,2022,6th of October/Sheikh Zayed,Yes,No,Biology,hiphop,6.4,22.8,126,302,2,4,5389,2026-03-06,3.18,3.26,3.27,3.36,3.11,Yes
S00253,Nourhan,18,F,1,2025,New Cairo,No,Yes,Biology,rock,7.5,23.6,68,102,1,5,2500,2026-01-28,,,,3.39,3.4,Yes
S00254,Sama,21,F,2,2024,Heliopolis,No,No,Business,edm,7.9,26.0,156,129,4,7,4706,2026-01-08,,,3.4,3.17,3.32,Yes
S00255,Mark,20,M,3,2023,New Cairo,Yes,No,Computer Science,edm,5.5,32.3,312,238,4,5,4393,2025-10-17,,4.0,3.99,3.73,3.93,Yes
S00256,Yossef,22,M,4,2022,Other Greater Cairo,No,No,Biology,rock,6.3,27.2,102,171,1,7,17129,2025-10-26,1.51,1.81,1.71,1.73,1.68,No
S00257,Marwan,18,M,1,2025,Other Greater Cairo,Yes,No,Engineering,rock,5.5,29.2,169,92,8,4,6653,2026-03-12,,,,3.48,3.49,Yes
S00258,Nour,21,F,3,2023,New Cairo,Yes,No,Business,edm,7.2,29.0,110,253,4,6,3283,2025-11-20,,3.45,3.27,3.3,3.26,Yes
S00259,Ali,20,M,3,2023,Other Greater Cairo,Yes,Yes,Mathematics,rock,5.7,33.0,213,76,3,6,4862,2025-09-13,,4.0,4.0,3.76,3.96,Yes
S00260,Mariam,20,F,2,2024,Heliopolis,Yes,Yes,Mathematics,rock,7.8,20.7,83,214,3,6,7958,2025-10-03,,,2.06,2.31,2.05,Yes
S00261,Saif,21,M,3,2023,Maadi/Zamalek,No,Yes,Engineering,rock,5.5,31.0,111,125,2,8,4090,2026-05-10,,3.71,4.0,4.0,4.0,Yes
S00262,Sarah,21,F,4,2022,Maadi/Zamalek,Yes,Yes,Mathematics,hiphop,7.6,35.0,112,205,5,6,3726,2025-11-21,3.62,3.87,3.75,3.94,3.93,Yes
S00263,Ahmed,21,M,2,2024,6th of October/Sheikh Zayed,No,No,Business,edm,7.5,22.6,73,68,7,5,7095,2025-09-08,,,2.97,3.29,3.0,Yes
S00264,Marwan,18,M,1,2025,Heliopolis,Yes,No,Psychology,hiphop,5.9,17.9,119,399,2,7,9323,2025-12-29,,,,1.32,1.25,No
S00265,Abdallah,20,M,3,2023,6th of October/Sheikh Zayed,Yes,No,Psychology,rock,7.3,31.1,71,55,0,6,8075,2026-01-17,,3.68,3.56,3.63,3.83,Yes
S00266,Zayneb,20,F,1,2025,New Cairo,Yes,No,Business,edm,5.7,27.5,17,78,3,6,8095,2026-04-14,,,,3.48,3.55,Yes
S00267,Mariam,23,F,4,2022,New Cairo,No,No,Biology,jazz,4.9,19.9,35,156,3,6,2500,2026-04-14,1.92,2.15,2.0,2.36,2.14,Yes
S00268,Mariam,18,F,1,2025,6th of October/Sheikh Zayed,Yes,No,Business,pop,6.6,27.3,52,308,4,5,5010,2025-10-27,,,,3.04,3.04,Yes
S00269,Hussein,21,M,3,2023,6th of October/Sheikh Zayed,No,No,Computer Science,pop,8.5,35.1,73,427,3,8,6772,2025-12-19,,3.17,2.89,2.71,2.75,Yes
S00270,Salma,20,F,2,2024,6th of October/Sheikh Zayed,No,No,Psychology,jazz,5.5,12.0,88,243,2,7,7764,2025-09-16,,,1.84,2.01,1.77,No
S00271,Karim,20,M,1,2025,New Cairo,Yes,No,Psychology,pop,6.4,13.9,327,194,1,7,3140,2025-11-13,,,,1.03,1.05,No
S00272,Farida,20,F,3,2023,Maadi/Zamalek,Yes,No,Computer Science,edm,6.8,18.3,81,329,3,4,4656,2026-01-16,,3.37,3.36,3.37,3.06,Yes
S00273,Mohamed,19,M,1,2025,New Cairo,Yes,Yes,Business,pop,7.5,15.5,77,158,4,2,2500,2025-09-03,,,,2.12,2.41,Yes
S00274,Yussuf,20,M,2,2024,Other Greater Cairo,Yes,No,Computer Science,pop,5.3,30.6,171,237,1,6,8793,2026-04-18,,,3.65,3.49,3.59,Yes
S00275,Jana,18,F,1,2025,New Cairo,No,No,Mathematics,hiphop,7.2,20.6,254,162,2,5,4036,2026-03-18,,,,2.85,3.16,Yes
S00276,Ahmed,23,M,4,2022,Other Greater Cairo,Yes,No,Computer Science,hiphop,6.7,24.6,33,147,2,6,6693,2025-10-26,3.31,3.17,3.36,3.74,3.63,Yes
S00277,Mostafa,22,M,3,2023,Heliopolis,Yes,No,Business,hiphop,6.4,13.8,45,195,3,8,8734,2025-12-14,,2.18,2.45,2.05,2.25,Yes
S00278,Sara,19,F,2,2024,Other Greater Cairo,No,No,Biology,classical,5.7,25.7,163,411,1,6,4100,2025-10-14,,,2.74,2.37,2.66,Yes
S00279,Mariam,20,F,1,2025,6th of October/Sheikh Zayed,Yes,Yes,Biology,jazz,8.0,30.3,43,188,1,5,3364,2026-04-02,,,,3.04,3.23,Yes
S00280,Farida,19,F,2,2024,New Cairo,No,No,Psychology,edm,5.9,17.6,79,149,1,6,6914,2026-02-11,,,2.43,2.56,2.53,Yes
S00281,Youssef,19,M,1,2025,New Cairo,Yes,No,Biology,rock,8.1,29.2,56,107,0,6,4890,2025-11-08,,,,3.34,3.47,Yes
S00282,Yossef,20,M,2,2024,6th of October/Sheikh Zayed,Yes,Yes,Business,hiphop,6.7,20.7,32,200,3,9,2500,2025-12-08,,,3.06,3.41,3.2,Yes
S00283,Mohamed,19,M,2,2024,Heliopolis,Yes,No,Psychology,hiphop,7.8,24.8,120,217,4,6,4727,2025-11-03,,,2.72,3.0,2.82,Yes
S00284,Mark,18,M,1,2025,Maadi/Zamalek,Yes,Yes,Business,edm,7.5,15.7,72,120,2,6,3793,2026-04-01,,,,3.18,3.03,Yes
S00285,Abdelrahman,21,M,4,2022,New Cairo,Yes,No,Business,hiphop,6.4,8.4,125,162,1,7,8459,2025-12-27,2.42,2.16,2.47,2.61,2.48,Yes
S00286,Lara,20,F,1,2025,Maadi/Zamalek,Yes,Yes,Psychology,edm,6.0,17.4,230,80,5,6,5621,2026-03-02,,,,2.67,2.62,Yes
S00287,Maryam,19,F,2,2024,Maadi/Zamalek,Yes,No,Engineering,hiphop,7.5,29.1,142,482,8,4,4935,2025-09-17,,,3.57,3.44,3.35,Yes
S00288,Ahmed,20,M,2,2024,Heliopolis,Yes,No,Engineering,hiphop,5.1,49.1,76,49,2,3,2892,2026-02-07,,,3.67,4.0,4.0,Yes
S00289,Nourhan,23,F,4,2022,New Cairo,No,No,Engineering,pop,4.3,17.9,145,176,3,8,2500,2025-12-28,2.86,3.47,3.22,3.31,3.24,Yes
S00290,Mahmoud,21,M,3,2023,Maadi/Zamalek,No,No,Biology,hiphop,6.9,15.7,251,482,1,8,3953,2025-12-28,,2.81,3.1,2.78,2.6,Yes
S00291,Hanya,20,F,2,2024,Heliopolis,Yes,No,Psychology,pop,4.5,20.3,232,134,1,6,4185,2026-03-07,,,2.98,2.77,2.84,Yes
S00292,Lisa,22,F,4,2022,Other Greater Cairo,Yes,No,Computer Science,pop,5.7,32.0,28,215,6,6,8621,2025-09-06,3.79,3.32,3.8,3.61,3.54,Yes
S00293,Habiba,20,F,1,2025,6th of October/Sheikh Zayed,Yes,No,Mathematics,hiphop,8.2,30.8,95,178,7,8,3468,2026-02-10,,,,3.65,3.29,Yes
S00294,Christine,22,F,3,2023,Heliopolis,No,No,Psychology,edm,7.5,13.1,87,242,2,6,8955,2026-03-15,,1.8,1.9,1.9,2.06,Yes
S00295,Jana,22,F,3,2023,6th of October/Sheikh Zayed,No,No,Computer Science,hiphop,7.5,21.4,28,127,3,6,9436,2025-11-02,,2.79,2.71,2.86,3.14,Yes
S00296,Zayneb,21,F,3,2023,New Cairo,No,Yes,Biology,pop,6.8,36.7,42,152,2,5,4995,2026-02-23,,4.0,4.0,4.0,4.0,Yes
S00297,Hana,20,F,1,2025,New Cairo,No,No,Computer Science,classical,7.0,20.9,33,223,1,8,3629,2026-01-13,,,,3.59,3.53,Yes
S00298,Kareem,21,M,3,2023,Heliopolis,Yes,Yes,Computer Science,rock,9.4,27.8,213,15,3,5,2952,2025-12-06,,2.37,2.61,2.82,2.71,Yes
S00299,Alia,22,F,3,2023,Heliopolis,Yes,No,Psychology,rock,7.9,14.5,79,69,0,5,6619,2025-09-17,,1.59,1.93,1.68,1.75,No
S00300,Mariam,22,F,3,2023,Heliopolis,Yes,No,Business,pop,8.0,21.6,53,74,0,6,2503,2025-11-02,,3.19,3.57,3.35,3.31,Yes
S00301,Mina,21,M,2,2024,6th of October/Sheikh Zayed,Yes,Yes,Engineering,pop,8.5,25.9,154,72,2,6,3547,2026-01-14,,,3.45,3.58,3.59,Yes
S00302,Mariam,20,F,2,2024,New Cairo,No,No,Computer Science,hiphop,7.0,27.5,127,81,0,6,3494,2025-10-29,,,4.0,3.53,4.0,Yes
S00303,Omar,20,M,2,2024,6th of October/Sheikh Zayed,Yes,Yes,Computer Science,hiphop,7.3,40.3,94,127,3,6,5577,2025-10-19,,,3.83,4.0,4.0,Yes
S00304,Nourhan,20,F,1,2025,Maadi/Zamalek,Yes,No,Psychology,hiphop,7.6,12.7,146,223,2,10,3306,2025-12-08,,,,1.96,2.04,Yes
S00305,Nourhan,21,F,4,2022,Heliopolis,Yes,No,Engineering,pop,5.7,30.2,69,187,2,5,9849,2026-02-01,3.24,3.41,3.52,3.49,3.54,Yes
S00306,Omar,21,M,4,2022,6th of October/Sheikh Zayed,Yes,No,Biology,rock,6.5,24.9,85,117,1,5,2532,2025-10-13,3.32,3.39,3.4,3.39,3.04,Yes
S00307,Ahmed,20,M,1,2025,New Cairo,No,No,Engineering,edm,5.1,22.4,8,197,3,7,6748,2026-02-19,,,,2.78,2.96,Yes
S00308,Hana,21,F,2,2024,New Cairo,No,No,Business,pop,7.7,22.4,53,208,1,5,12813,2025-10-27,,,1.48,1.97,1.69,No
S00309,Farida,19,F,1,2025,Maadi/Zamalek,Yes,No,Computer Science,hiphop,6.9,21.7,171,174,1,5,2664,2026-04-11,,,,3.31,3.33,Yes
S00310,Zayneb,20,F,3,2023,New Cairo,No,No,Mathematics,edm,5.8,23.6,231,162,1,5,3700,2026-02-08,,2.82,2.75,2.81,3.18,Yes
S00311,Abdelrahman,20,M,1,2025,New Cairo,No,Yes,Engineering,classical,4.7,32.1,138,100,2,8,2742,2025-10-07,,,,4.0,4.0,Yes
S00312,Jana,22,F,4,2022,Maadi/Zamalek,Yes,No,Psychology,hiphop,8.2,19.5,125,44,4,9,6047,2026-05-09,2.64,2.34,2.65,2.04,2.37,Yes
S00313,Rawan,21,F,3,2023,Maadi/Zamalek,Yes,No,Biology,rock,8.0,29.8,80,70,5,5,3438,2025-11-27,,3.01,3.03,3.15,3.34,Yes
S00314,Andre,18,M,1,2025,Heliopolis,Yes,No,Psychology,pop,6.6,19.9,233,12,1,6,6107,2026-01-31,,,,3.26,3.23,Yes
S00315,Ola,20,F,1,2025,Heliopolis,Yes,No,Biology,rock,,40.1,124,330,2,6,4617,2025-11-26,,,,3.76,3.86,Yes
S00316,Omar,19,M,2,2024,Maadi/Zamalek,No,No,Engineering,rock,8.6,31.3,108,124,4,7,6837,2025-12-31,,,2.51,2.04,2.24,Yes
S00317,Tasneem,22,F,4,2022,Heliopolis,No,No,Computer Science,pop,8.9,31.7,33,111,4,4,4240,2026-04-11,3.42,3.52,3.37,3.83,3.72,Yes
S00318,Ganna,20,F,2,2024,Heliopolis,No,No,Business,rock,8.4,22.7,92,170,2,5,4166,2026-03-09,,,2.73,3.32,2.89,Yes
S00319,Mark,21,M,3,2023,New Cairo,No,No,Business,pop,7.3,23.5,91,298,1,5,2500,2025-09-21,,2.68,2.69,2.91,3.03,Yes
S00320,Zeina,21,F,2,2024,Maadi/Zamalek,No,Yes,Psychology,pop,5.5,22.3,151,167,1,6,11149,2025-09-06,,,2.72,2.78,2.81,Yes
S00321,Abdulla,21,M,2,2024,New Cairo,Yes,No,Computer Science,classical,8.0,21.2,199,223,3,6,4070,2026-01-02,,,2.96,3.45,3.27,Yes
